技能範圍,技能分類,技能名稱,技能等級,魔力消耗,技能效果詳細說明,學習資訊
char,status_magic,超強酒醉魔法,LV 4,80 MP,讓一側全體酒醉4回合,
char,status_magic,超強酒醉魔法,LV 5,100 MP,讓一側全體酒醉4回合,
char,status_magic,超強酒醉魔法,LV 6,120 MP,讓一側全體酒醉5回合,
char,status_magic,超強酒醉魔法,LV 7,140 MP,讓一側全體酒醉5回合,
char,status_magic,超強酒醉魔法,LV 8,160 MP,讓一側全體酒醉6回合,
char,status_magic,超強酒醉魔法,LV 9,180 MP,讓一側全體酒醉6回合,
char,status_magic,超強酒醉魔法,LV 10,200 MP,讓一側全體酒醉7回合,
char,status_magic,超強酒醉魔法,LV 11,220 MP,讓一側全體酒醉7回合,
char,status_magic,超強酒醉魔法,LV 12,240 MP,讓一側全體酒醉8回合,
char,status_magic,超強中毒魔法,LV 1,20 MP,讓一側全體中毒2回合,
char,status_magic,超強中毒魔法,LV 2,40 MP,讓一側全體中毒3回合,
char,status_magic,超強中毒魔法,LV 3,60 MP,讓一側全體中毒3回合,
char,status_magic,超強中毒魔法,LV 4,80 MP,讓一側全體中毒4回合,
char,status_magic,超強中毒魔法,LV 5,100 MP,讓一側全體中毒4回合,
char,status_magic,超強中毒魔法,LV 6,120 MP,讓一側全體中毒5回合,
char,status_magic,超強中毒魔法,LV 7,140 MP,讓一側全體中毒5回合,
char,status_magic,超強中毒魔法,LV 8,160 MP,讓一側全體中毒6回合,
char,status_magic,超強中毒魔法,LV 9,180 MP,讓一側全體中毒6回合,
char,status_magic,超強中毒魔法,LV 10,200 MP,讓一側全體中毒7回合,
char,status_magic,超強中毒魔法,LV 11,220 MP,讓一側全體中毒7回合,
char,status_magic,超強中毒魔法,LV 12,240 MP,讓一側全體中毒8回合,
char,status_magic,超強昏睡魔法,LV 1,20 MP,讓一側全體昏睡2回合,
char,status_magic,超強昏睡魔法,LV 2,40 MP,讓一側全體昏睡3回合,
char,status_magic,超強昏睡魔法,LV 3,60 MP,讓一側全體昏睡3回合,
char,status_magic,超強昏睡魔法,LV 4,80 MP,讓一側全體昏睡4回合,
char,status_magic,超強昏睡魔法,LV 5,100 MP,讓一側全體昏睡4回合,
char,status_magic,超強昏睡魔法,LV 6,120 MP,讓一側全體昏睡5回合,
char,status_magic,超強昏睡魔法,LV 7,140 MP,讓一側全體昏睡5回合,
char,status_magic,超強昏睡魔法,LV 8,160 MP,讓一側全體昏睡6回合,
char,status_magic,超強昏睡魔法,LV 9,180 MP,讓一側全體昏睡6回合,
char,status_magic,超強昏睡魔法,LV 10,200 MP,讓一側全體昏睡7回合,
char,status_magic,超強昏睡魔法,LV 11,220 MP,讓一側全體昏睡7回合,
char,status_magic,超強昏睡魔法,LV 12,240 MP,讓一側全體昏睡8回合,
char,status_magic,大地的祈禱,LV 1,15 MP,雙方戰鬥2回合間，地屬性傷害值減輕1%,
char,status_magic,大地的祈禱,LV 2,17 MP,雙方戰鬥3回合間，地屬性傷害值減輕1%,
char,status_magic,大地的祈禱,LV 3,22 MP,雙方戰鬥3回合間，地屬性傷害值減輕1.5%,
char,status_magic,大地的祈禱,LV 4,25 MP,雙方戰鬥4回合間，地屬性傷害值減輕1.5%,
char,status_magic,大地的祈禱,LV 5,30 MP,雙方戰鬥4回合間，地屬性傷害值減輕2%,
char,status_magic,大地的祈禱,LV 6,32 MP,雙方戰鬥5回合間，地屬性傷害值減輕2%,
char,status_magic,大地的祈禱,LV 7,37 MP,雙方戰鬥5回合間，地屬性傷害值減輕2.5%,
char,status_magic,大地的祈禱,LV 8,40 MP,雙方戰鬥6回合間，地屬性傷害值減輕2.5%,
char,status_magic,大地的祈禱,LV 9,45 MP,雙方戰鬥6回合間，地屬性傷害值減輕3%,
char,status_magic,大地的祈禱,LV 10,52 MP,雙方戰鬥7回合間，地屬性傷害值減輕3%,
char,status_magic,大地的祈禱,LV 11,59 MP,雙方戰鬥7回合間，地屬性傷害值減輕3%,
char,status_magic,大地的祈禱,LV 12,66 MP,雙方戰鬥8回合間，地屬性傷害值減輕3%,
char,status_magic,海洋的祈禱,LV 1,15 MP,雙方戰鬥2回合間，水屬性傷害值減輕1%,
char,status_magic,海洋的祈禱,LV 2,17 MP,雙方戰鬥3回合間，水屬性傷害值減輕1%,
char,status_magic,海洋的祈禱,LV 3,22 MP,雙方戰鬥3回合間，水屬性傷害值減輕1.5%,
char,status_magic,海洋的祈禱,LV 4,25 MP,雙方戰鬥4回合間，水屬性傷害值減輕1.5%,
char,status_magic,海洋的祈禱,LV 5,30 MP,雙方戰鬥4回合間，水屬性傷害值減輕2%,
char,status_magic,海洋的祈禱,LV 6,32 MP,雙方戰鬥5回合間，水屬性傷害值減輕2%,
char,status_magic,海洋的祈禱,LV 7,37 MP,雙方戰鬥5回合間，水屬性傷害值減輕2.5%,
char,status_magic,海洋的祈禱,LV 8,40 MP,雙方戰鬥6回合間，水屬性傷害值減輕2.5%,
char,status_magic,海洋的祈禱,LV 9,45 MP,雙方戰鬥6回合間，水屬性傷害值減輕3%,
char,status_magic,海洋的祈禱,LV 10,52 MP,雙方戰鬥7回合間，水屬性傷害值減輕3%,
char,status_magic,海洋的祈禱,LV 11,59 MP,雙方戰鬥7回合間，水屬性傷害值減輕3%,
char,status_magic,海洋的祈禱,LV 12,66 MP,雙方戰鬥8回合間，水屬性傷害值減輕3%,
char,status_magic,火焰的祈禱,LV 1,15 MP,雙方戰鬥2回合間，火屬性傷害值減輕1%,
char,status_magic,火焰的祈禱,LV 2,17 MP,雙方戰鬥3回合間，火屬性傷害值減輕1%,
char,status_magic,火焰的祈禱,LV 3,22 MP,雙方戰鬥3回合間，火屬性傷害值減輕1.5%,
char,status_magic,火焰的祈禱,LV 4,25 MP,雙方戰鬥4回合間，火屬性傷害值減輕1.5%,
char,status_magic,火焰的祈禱,LV 5,30 MP,雙方戰鬥4回合間，火屬性傷害值減輕2%,
char,status_magic,火焰的祈禱,LV 6,32 MP,雙方戰鬥5回合間，火屬性傷害值減輕2%,
char,status_magic,火焰的祈禱,LV 7,37 MP,雙方戰鬥5回合間，火屬性傷害值減輕2.5%,
char,status_magic,火焰的祈禱,LV 8,40 MP,雙方戰鬥6回合間，火屬性傷害值減輕2.5%,
char,status_magic,火焰的祈禱,LV 9,45 MP,雙方戰鬥6回合間，火屬性傷害值減輕3%,
char,status_magic,火焰的祈禱,LV 10,52 MP,雙方戰鬥7回合間，火屬性傷害值減輕3%,
char,status_magic,火焰的祈禱,LV 11,59 MP,雙方戰鬥7回合間，火屬性傷害值減輕3%,
char,status_magic,火焰的祈禱,LV 12,66 MP,雙方戰鬥8回合間，火屬性傷害值減輕3%,
char,status_magic,雲群的祈禱,LV 1,15 MP,雙方戰鬥2回合間，風屬性傷害值減輕1%,
char,status_magic,雲群的祈禱,LV 2,17 MP,雙方戰鬥3回合間，風屬性傷害值減輕1%,
char,status_magic,雲群的祈禱,LV 3,22 MP,雙方戰鬥3回合間，風屬性傷害值減輕1.5%,
char,status_magic,雲群的祈禱,LV 4,25 MP,雙方戰鬥4回合間，風屬性傷害值減輕1.5%,
char,status_magic,雲群的祈禱,LV 5,30 MP,雙方戰鬥4回合間，風屬性傷害值減輕2%,
char,status_magic,雲群的祈禱,LV 6,32 MP,雙方戰鬥5回合間，風屬性傷害值減輕2%,
char,status_magic,雲群的祈禱,LV 7,37 MP,雙方戰鬥5回合間，風屬性傷害值減輕2.5%,
char,status_magic,雲群的祈禱,LV 8,40 MP,雙方戰鬥6回合間，風屬性傷害值減輕2.5%,
char,status_magic,雲群的祈禱,LV 9,45 MP,雙方戰鬥6回合間，風屬性傷害值減輕3%,
char,status_magic,雲群的祈禱,LV 10,52 MP,雙方戰鬥7回合間，風屬性傷害值減輕3%,
char,status_magic,雲群的祈禱,LV 11,59 MP,雙方戰鬥7回合間，風屬性傷害值減輕3%,
char,status_magic,雲群的祈禱,LV 12,66 MP,雙方戰鬥8回合間，風屬性傷害值減輕3%,
char,status_magic,屬性反轉,LV 1,10 MP,指定對象2回合屬性反轉,
char,status_magic,屬性反轉,LV 2,12 MP,指定對象3回合屬性反轉,
char,status_magic,屬性反轉,LV 3,15 MP,指定對象3回合屬性反轉,
char,status_magic,屬性反轉,LV 4,17 MP,指定對象4回合屬性反轉,
char,status_magic,屬性反轉,LV 5,20 MP,指定對象4回合屬性反轉,
char,status_magic,屬性反轉,LV 6,22 MP,指定對象5回合屬性反轉,
char,status_magic,屬性反轉,LV 7,25 MP,指定對象5回合屬性反轉,
char,status_magic,屬性反轉,LV 8,27 MP,指定對象6回合屬性反轉,
char,status_magic,屬性反轉,LV 9,30 MP,指定對象6回合屬性反轉,
char,status_magic,屬性反轉,LV 10,32 MP,指定對象7回合屬性反轉,
char,status_magic,屬性反轉,LV 11,34 MP,指定對象7回合屬性反轉,
char,status_magic,屬性反轉,LV 12,36 MP,指定對象8回合屬性反轉,
char,sup_magic,補血魔法,LV 1,15 MP,回復對象回復力的60%,
char,sup_magic,補血魔法,LV 2,30 MP,回復對象回復力的120%,
char,sup_magic,補血魔法,LV 3,45 MP,回復對象回復力的180%,
char,sup_magic,補血魔法,LV 4,60 MP,回復對象回復力的240%,
char,sup_magic,補血魔法,LV 5,75 MP,回復對象回復力的300%,
char,sup_magic,補血魔法,LV 6,90 MP,回復對象回復力的360%,
char,sup_magic,補血魔法,LV 7,105 MP,回復對象回復力的420%,
char,sup_magic,補血魔法,LV 8,120 MP,回復對象回復力的480%,
char,sup_magic,補血魔法,LV 9,135 MP,回復對象回復力的540%,
char,sup_magic,補血魔法,LV 10,150 MP,回復對象回復力的600%,
char,sup_magic,補血魔法,LV 11,165 MP,回復對象回復力的660%（推估）,
char,sup_magic,補血魔法,LV 12,180 MP,回復對象回復力的720%（推估）,
char,sup_magic,強力補血魔法,LV 1,18 MP,回復範圍內對象回復力的36%,
char,sup_magic,強力補血魔法,LV 2,36 MP,回復範圍內對象回復力的72%,
char,sup_magic,強力補血魔法,LV 3,54 MP,回復範圍內對象回復力的108%,
char,sup_magic,強力補血魔法,LV 4,72 MP,回復範圍內對象回復力的144%,
char,sup_magic,強力補血魔法,LV 5,90 MP,回復範圍內對象回復力的180%,
char,sup_magic,強力補血魔法,LV 6,108 MP,回復範圍內對象回復力的216%,
char,sup_magic,強力補血魔法,LV 7,126 MP,回復範圍內對象回復力的252%,
char,sup_magic,強力補血魔法,LV 8,144 MP,回復範圍內對象回復力的288%,
char,sup_magic,強力補血魔法,LV 9,162 MP,回復範圍內對象回復力的324%,
char,sup_magic,強力補血魔法,LV 10,180 MP,回復範圍內對象回復力的360%,
char,sup_magic,強力補血魔法,LV 11,198 MP,回復範圍內對象回復力的396%（推估）,
char,sup_magic,強力補血魔法,LV 12,216 MP,回復範圍內對象回復力的432%（推估）,
char,sup_magic,超強補血魔法,LV 1,24 MP,回復一側全體回復力的24%,
char,sup_magic,超強補血魔法,LV 2,48 MP,回復一側全體回復力的48%,
char,sup_magic,超強補血魔法,LV 3,72 MP,回復一側全體回復力的72%,
char,sup_magic,超強補血魔法,LV 4,96 MP,回復一側全體回復力的96%,
char,sup_magic,超強補血魔法,LV 5,120 MP,回復一側全體回復力的120%,
char,sup_magic,超強補血魔法,LV 6,144 MP,回復一側全體回復力的144%,
char,sup_magic,超強補血魔法,LV 7,168 MP,回復一側全體回復力的168%,
char,sup_magic,超強補血魔法,LV 8,192 MP,回復一側全體回復力的192%,
char,sup_magic,超強補血魔法,LV 9,216 MP,回復一側全體回復力的216%,
char,sup_magic,超強補血魔法,LV 10,240 MP,回復一側全體回復力的240%,
char,sup_magic,超強補血魔法,LV 11,264 MP,回復一側全體回復力的264%（推估）,
char,sup_magic,超強補血魔法,LV 12,288 MP,回復一側全體回復力的288%（推估）,
char,sup_magic,氣絕回復,LV 1,5 MP,戰鬥中復活一對象，並回復約60點生命力,
char,sup_magic,氣絕回復,LV 2,10 MP,戰鬥中復活一對象，並回復約120點生命力,
char,sup_magic,氣絕回復,LV 3,15 MP,戰鬥中復活一對象，並回復約180點生命力,
char,sup_magic,氣絕回復,LV 4,20 MP,戰鬥中復活一對象，並回復約240點生命力,
char,sup_magic,氣絕回復,LV 5,25 MP,戰鬥中復活一對象，並回復約300點生命力,
char,sup_magic,氣絕回復,LV 6,30 MP,戰鬥中復活一對象，並回復約360點生命力,
char,sup_magic,氣絕回復,LV 7,35 MP,戰鬥中復活一對象，並回復約420點生命力,
char,sup_magic,氣絕回復,LV 8,40 MP,戰鬥中復活一對象，並回復約480點生命力,
char,sup_magic,氣絕回復,LV 9,45 MP,戰鬥中復活一對象，並回復約540點生命力,
char,sup_magic,氣絕回復,LV 10,50 MP,戰鬥中復活一對象，並回復約600點生命力,
char,sup_magic,氣絕回復,LV 11,55 MP,戰鬥中復活一對象，並回復約660點生命力（推估）,
char,sup_magic,氣絕回復,LV 12,60 MP,戰鬥中復活一對象，並回復約720點生命力（推估）,
char,sup_magic,潔淨魔法,LV 1,10 MP,30%概率恢復單體異常狀態,
char,sup_magic,潔淨魔法,LV 2,15 MP,60%概率恢復單體異常狀態,
char,sup_magic,潔淨魔法,LV 3,20 MP,90%概率恢復單體異常狀態,
char,sup_magic,潔淨魔法,LV 4,20 MP,30%概率恢復單體及其周圍異常狀態,
char,sup_magic,潔淨魔法,LV 5,30 MP,60%概率恢復單體及其周圍異常狀態,
char,sup_magic,潔淨魔法,LV 6,40 MP,90%概率恢復單體及其周圍異常狀態,
char,sup_magic,潔淨魔法,LV 7,40 MP,30%概率恢復全體異常狀態,
char,sup_magic,潔淨魔法,LV 8,60 MP,60%概率恢復全體異常狀態,
char,sup_magic,潔淨魔法,LV 9,80 MP,90%概率恢復全體異常狀態,
char,sup_magic,潔淨魔法,LV 10,100 MP,大於90%概率恢復全體異常狀態,
char,sup_magic,恢復魔法,LV 1,15 MP,單體6回合行動時恢復「回復*20%」的生命力,
char,sup_magic,恢復魔法,LV 2,30 MP,單體6回合行動時恢復「回復*40%」的生命力,
char,sup_magic,恢復魔法,LV 3,45 MP,單體6回合行動時恢復「回復*60%」的生命力,
char,sup_magic,恢復魔法,LV 4,60 MP,單體6回合行動時恢復「回復*80%」的生命力,
char,sup_magic,恢復魔法,LV 5,75 MP,單體6回合行動時恢復「回復*100%」的生命力,
char,sup_magic,恢復魔法,LV 6,90 MP,單體6回合行動時恢復「回復*120%」的生命力,
char,sup_magic,恢復魔法,LV 7,105 MP,單體6回合行動時恢復「回復*140%」的生命力,
char,sup_magic,恢復魔法,LV 8,120 MP,單體6回合行動時恢復「回復*160%」的生命力,
char,sup_magic,恢復魔法,LV 9,135 MP,單體6回合行動時恢復「回復*180%」的生命力,
char,sup_magic,恢復魔法,LV 10,150 MP,單體6回合行動時恢復「回復*200%」的生命力,
char,sup_magic,恢復魔法,LV 11,165 MP,單體6回合行動時恢復「回復*220%」的生命力（推估）,
char,sup_magic,恢復魔法,LV 12,180 MP,單體6回合行動時恢復「回復*240%」的生命力（推估）,
char,sup_magic,強力恢復魔法,LV 1,18 MP,1~4體6回合行動時恢復「回復*12%」的生命力,
char,sup_magic,強力恢復魔法,LV 2,36 MP,1~4體6回合行動時恢復「回復*24%」的生命力,
char,sup_magic,強力恢復魔法,LV 3,54 MP,1~4體6回合行動時恢復「回復*36%」的生命力,
char,sup_magic,強力恢復魔法,LV 4,72 MP,1~4體6回合行動時恢復「回復*48%」的生命力,
char,sup_magic,強力恢復魔法,LV 5,90 MP,1~4體6回合行動時恢復「回復*60%」的生命力,
char,sup_magic,強力恢復魔法,LV 6,108 MP,1~4體6回合行動時恢復「回復*72%」的生命力,
char,sup_magic,強力恢復魔法,LV 7,126 MP,1~4體6回合行動時恢復「回復*84%」的生命力,
char,sup_magic,強力恢復魔法,LV 8,144 MP,1~4體6回合行動時恢復「回復*96%」的生命力,
char,sup_magic,強力恢復魔法,LV 9,162 MP,1~4體6回合行動時恢復「回復*108%」的生命力,
char,sup_magic,強力恢復魔法,LV 10,180 MP,1~4體6回合行動時恢復「回復*120%」的生命力,
char,sup_magic,強力恢復魔法,LV 11,198 MP,1~4體6回合行動時恢復「回復*132%」的生命力（推估）,
char,sup_magic,強力恢復魔法,LV 12,216 MP,1~4體6回合行動時恢復「回復*144%」的生命力（推估）,
char,sup_magic,超強恢復魔法,LV 1,24 MP,全體6回合行動時恢復「回復*8%」的生命力,
char,sup_magic,超強恢復魔法,LV 2,48 MP,全體6回合行動時恢復「回復*16%」的生命力,
char,sup_magic,超強恢復魔法,LV 3,72 MP,全體6回合行動時恢復「回復*24%」的生命力,
char,sup_magic,超強恢復魔法,LV 4,96 MP,全體6回合行動時恢復「回復*32%」的生命力,
char,sup_magic,超強恢復魔法,LV 5,120 MP,全體6回合行動時恢復「回復*40%」的生命力,
char,sup_magic,超強恢復魔法,LV 6,144 MP,全體6回合行動時恢復「回復*48%」的生命力,
char,sup_magic,超強恢復魔法,LV 7,168 MP,全體6回合行動時恢復「回復*56%」的生命力,
char,sup_magic,超強恢復魔法,LV 8,192 MP,全體6回合行動時恢復「回復*64%」的生命力,
char,sup_magic,超強恢復魔法,LV 9,216 MP,全體6回合行動時恢復「回復*72%」的生命力,
char,sup_magic,超強恢復魔法,LV 10,240 MP,全體6回合行動時恢復「回復*80%」的生命力,
char,sup_magic,超強恢復魔法,LV 11,264 MP,全體6回合行動時恢復「回復*88%」的生命力（推估）,
char,sup_magic,超強恢復魔法,LV 12,288 MP,全體6回合行動時恢復「回復*96%」的生命力（推估）,
char,sup_magic,攻擊吸收,LV 1,20 MP,單體2次行動間處於物理攻擊吸收1回合狀態,
char,sup_magic,攻擊吸收,LV 2,30 MP,單體3次行動間處於物理攻擊吸收1回合狀態,
char,sup_magic,攻擊吸收,LV 3,40 MP,單體3次行動間處於物理攻擊吸收1回合狀態,
char,sup_magic,攻擊吸收,LV 4,50 MP,單體4次行動間處於物理攻擊吸收1回合狀態,
char,sup_magic,攻擊吸收,LV 5,60 MP,單體4次行動間處於物理攻擊吸收1回合狀態,
char,sup_magic,攻擊吸收,LV 6,70 MP,單體5次行動間處於物理攻擊吸收1回合狀態,
char,sup_magic,攻擊吸收,LV 7,80 MP,單體5次行動間處於物理攻擊吸收1回合狀態,
char,sup_magic,攻擊吸收,LV 8,90 MP,單體6次行動間處於物理攻擊吸收1回合狀態,
char,sup_magic,攻擊吸收,LV 9,100 MP,單體6次行動間處於物理攻擊吸收1回合狀態,
char,sup_magic,攻擊吸收,LV 10,110 MP,單體7次行動間處於物理攻擊吸收1回合狀態,
char,sup_magic,攻擊吸收,LV 11,120 MP,單體8次行動間處於物理攻擊吸收1回合狀態（推估）,
char,sup_magic,攻擊吸收,LV 12,130 MP,單體9次行動間處於物理攻擊吸收1回合狀態（推估）,
char,sup_magic,魔法吸收,LV 1,20 MP,單體2次行動間處於魔法吸收1回合狀態,
char,sup_magic,魔法吸收,LV 2,30 MP,單體3次行動間處於魔法吸收1回合狀態,
char,sup_magic,魔法吸收,LV 3,40 MP,單體3次行動間處於魔法吸收1回合狀態,
char,sup_magic,魔法吸收,LV 4,50 MP,單體4次行動間處於魔法吸收1回合狀態,
char,sup_magic,魔法吸收,LV 5,60 MP,單體4次行動間處於魔法吸收1回合狀態,
char,sup_magic,魔法吸收,LV 6,70 MP,單體5次行動間處於魔法吸收1回合狀態,
char,sup_magic,魔法吸收,LV 7,80 MP,單體5次行動間處於魔法吸收1回合狀態,
char,sup_magic,魔法吸收,LV 8,90 MP,單體6次行動間處於魔法吸收1回合狀態,
char,sup_magic,魔法吸收,LV 9,100 MP,單體6次行動間處於魔法吸收1回合狀態,
char,sup_magic,魔法吸收,LV 10,110 MP,單體7次行動間處於魔法吸收1回合狀態,
char,sup_magic,魔法吸收,LV 11,120 MP,單體8次行動間處於魔法吸收1回合狀態（推估）,
char,sup_magic,魔法吸收,LV 12,130 MP,單體9次行動間處於魔法吸收1回合狀態（推估）,
char,sup_magic,攻擊反彈,LV 1,20 MP,單體2次行動間處於物理攻擊反彈1回合狀態,
char,sup_magic,攻擊反彈,LV 2,30 MP,單體3次行動間處於物理攻擊反彈1回合狀態,
char,sup_magic,攻擊反彈,LV 3,40 MP,單體3次行動間處於物理攻擊反彈1回合狀態,
char,sup_magic,攻擊反彈,LV 4,50 MP,單體4次行動間處於物理攻擊反彈1回合狀態,
char,sup_magic,攻擊反彈,LV 5,60 MP,單體4次行動間處於物理攻擊反彈1回合狀態,
char,sup_magic,攻擊反彈,LV 6,70 MP,單體5次行動間處於物理攻擊反彈1回合狀態,
char,sup_magic,攻擊反彈,LV 7,80 MP,單體5次行動間處於物理攻擊反彈1回合狀態,
char,sup_magic,攻擊反彈,LV 8,90 MP,單體6次行動間處於物理攻擊反彈1回合狀態,
char,sup_magic,攻擊反彈,LV 9,100 MP,單體6次行動間處於物理攻擊反彈1回合狀態,
char,sup_magic,攻擊反彈,LV 10,110 MP,單體7次行動間處於物理攻擊反彈1回合狀態,
char,sup_magic,攻擊反彈,LV 11,120 MP,單體8次行動間處於物理攻擊反彈1回合狀態（推估）,
char,sup_magic,攻擊反彈,LV 12,130 MP,單體9次行動間處於物理攻擊反彈1回合狀態（推估）,
char,sup_magic,魔法反彈,LV 1,20 MP,單體2次行動間處於魔法反彈1回合狀態,
char,sup_magic,魔法反彈,LV 2,30 MP,單體3次行動間處於魔法反彈1回合狀態,
char,sup_magic,魔法反彈,LV 3,40 MP,單體3次行動間處於魔法反彈1回合狀態,
char,sup_magic,魔法反彈,LV 4,50 MP,單體4次行動間處於魔法反彈1回合狀態,
char,sup_magic,魔法反彈,LV 5,60 MP,單體4次行動間處於魔法反彈1回合狀態,
char,sup_magic,魔法反彈,LV 6,70 MP,單體5次行動間處於魔法反彈1回合狀態,
char,sup_magic,魔法反彈,LV 7,80 MP,單體5次行動間處於魔法反彈1回合狀態,
char,sup_magic,魔法反彈,LV 8,90 MP,單體6次行動間處於魔法反彈1回合狀態,
char,sup_magic,魔法反彈,LV 9,100 MP,單體6次行動間處於魔法反彈1回合狀態,
char,sup_magic,魔法反彈,LV 10,110 MP,單體7次行動間處於魔法反彈1回合狀態,
char,sup_magic,魔法反彈,LV 11,120 MP,單體8次行動間處於魔法反彈1回合狀態（推估）,
char,sup_magic,魔法反彈,LV 12,130 MP,單體9次行動間處於魔法反彈1回合狀態（推估）,
char,sup_magic,攻擊無效,LV 1,20 MP,單體2次行動間處於物理攻擊無效2回合狀態,
char,sup_magic,攻擊無效,LV 2,30 MP,單體3次行動間處於物理攻擊無效2回合狀態,
char,sup_magic,攻擊無效,LV 3,40 MP,單體3次行動間處於物理攻擊無效2回合狀態,
char,sup_magic,攻擊無效,LV 4,50 MP,單體4次行動間處於物理攻擊無效2回合狀態,
char,sup_magic,攻擊無效,LV 5,60 MP,單體4次行動間處於物理攻擊無效2回合狀態,
char,sup_magic,攻擊無效,LV 6,70 MP,單體5次行動間處於物理攻擊無效2回合狀態,
char,sup_magic,攻擊無效,LV 7,80 MP,單體5次行動間處於物理攻擊無效2回合狀態,
char,sup_magic,攻擊無效,LV 8,90 MP,單體6次行動間處於物理攻擊無效2回合狀態,
char,sup_magic,攻擊無效,LV 9,100 MP,單體6次行動間處於物理攻擊無效2回合狀態,
char,sup_magic,攻擊無效,LV 10,110 MP,單體7次行動間處於物理攻擊無效2回合狀態,
char,sup_magic,攻擊無效,LV 11,120 MP,單體8次行動間處於物理攻擊無效2回合狀態（推估）,
char,sup_magic,攻擊無效,LV 12,130 MP,單體9次行動間處於物理攻擊無效2回合狀態（推估）,
char,sup_magic,魔法無效,LV 1,20 MP,單體2次行動間處於魔法攻擊無效2回合狀態,
char,sup_magic,魔法無效,LV 2,30 MP,單體3次行動間處於魔法攻擊無效2回合狀態,
char,sup_magic,魔法無效,LV 3,40 MP,單體3次行動間處於魔法攻擊無效2回合狀態,
char,sup_magic,魔法無效,LV 4,50 MP,單體4次行動間處於魔法攻擊無效2回合狀態,
char,sup_magic,魔法無效,LV 5,60 MP,單體4次行動間處於魔法攻擊無效2回合狀態,
char,sup_magic,魔法無效,LV 6,70 MP,單體5次行動間處於魔法攻擊無效2回合狀態,
char,sup_magic,魔法無效,LV 7,80 MP,單體5次行動間處於魔法攻擊無效2回合狀態,
char,sup_magic,魔法無效,LV 8,90 MP,單體6次行動間處於魔法攻擊無效2回合狀態,
char,sup_magic,魔法無效,LV 9,100 MP,單體6次行動間處於魔法攻擊無效2回合狀態,
char,sup_magic,魔法無效,LV 10,110 MP,單體7次行動間處於魔法攻擊無效2回合狀態,
char,sup_magic,魔法無效,LV 11,120 MP,單體8次行動間處於魔法攻擊無效2回合狀態（推估）,
char,sup_magic,魔法無效,LV 12,130 MP,單體9次行動間處於魔法攻擊無效2回合狀態（推估）,
char,other_skill,鑑定,LV 1,10 MP,可以鑑定等級1的不明道具,
char,other_skill,鑑定,LV 2,20 MP,可以鑑定等級2的不明道具,
char,other_skill,鑑定,LV 3,30 MP,可以鑑定等級3的不明道具,
char,other_skill,鑑定,LV 4,40 MP,可以鑑定等級4的不明道具,
char,other_skill,鑑定,LV 5,50 MP,可以鑑定等級5的不明道具,
char,other_skill,鑑定,LV 6,60 MP,可以鑑定等級6的不明道具,
char,other_skill,鑑定,LV 7,70 MP,可以鑑定等級7的不明道具,
char,other_skill,鑑定,LV 8,80 MP,可以鑑定等級8的不明道具,
char,other_skill,鑑定,LV 9,90 MP,可以鑑定等級9的不明道具,
char,other_skill,鑑定,LV 10,100 MP,可以鑑定等級10的不明道具,
char,other_skill,鑑定,LV 11,110 MP,可以鑑定等級11的不明道具（推估）,
char,other_skill,鑑定,LV 12,120 MP,可以鑑定等級12的不明道具（推估）,
char,other_skill,治療,LV 1,30 MP,可以治療相應階段的傷勢,
char,other_skill,治療,LV 2,35 MP,可以治療相應階段的傷勢,
char,other_skill,治療,LV 3,40 MP,可以治療相應階段的傷勢,
char,other_skill,治療,LV 4,45 MP,可以治療相應階段的傷勢,
char,other_skill,治療,LV 5,50 MP,可以治療相應階段的傷勢,
char,other_skill,治療,LV 6,55 MP,可以治療相應階段的傷勢,
char,other_skill,治療,LV 7,60 MP,可以治療相應階段的傷勢,
char,other_skill,治療,LV 8,65 MP,可以治療相應階段的傷勢,
char,other_skill,治療,LV 9,70 MP,可以治療相應階段的傷勢,
char,other_skill,治療,LV 10,80 MP,可以治療相應階段的傷勢,
char,other_skill,治療,LV 11,90 MP,可以治療相應階段的傷勢（推估）,
char,other_skill,治療,LV 12,100 MP,可以治療相應階段的傷勢（推估）,
char,other_skill,急救,LV 1,10 MP,回復對象約30的生命力,
char,other_skill,急救,LV 2,17 MP,回復對象約60的生命力,
char,other_skill,急救,LV 3,24 MP,回復對象約100的生命力,
char,other_skill,急救,LV 4,20 MP,回復對象約100的生命力,
char,other_skill,急救,LV 5,35 MP,回復對象約200的生命力,
char,other_skill,急救,LV 6,40 MP,回復對象約270的生命力,
char,other_skill,急救,LV 7,40 MP,回復對象約310的生命力,
char,other_skill,急救,LV 8,45 MP,回復對象約430的生命力,
char,other_skill,急救,LV 9,45 MP,回復對象約585的生命力,
char,other_skill,急救,LV 10,50 MP,回復對象約900的生命力,
char,other_skill,急救,LV 11,55 MP,回復對象約1215的生命力（推估）,
char,other_skill,急救,LV 12,60 MP,回復對象約1530的生命力（推估）,
char,other_skill,調教,LV 1,—,等級10以下的寵物忠誠提升，寵物使用技能消耗魔力減少,
char,other_skill,調教,LV 2,—,等級20以下的寵物忠誠提升，寵物使用技能消耗魔力減少,
char,other_skill,調教,LV 3,—,等級30以下的寵物忠誠提升，寵物使用技能消耗魔力減少,
char,other_skill,調教,LV 4,—,等級40以下的寵物忠誠提升，寵物使用技能消耗魔力減少,
char,other_skill,調教,LV 5,—,等級50以下的寵物忠誠提升，寵物使用技能消耗魔力減少,
